SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,AGE,MAX AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE4_HE3,HE3_HE4_R_RA,IGSN,EXPEDITION ID,LOC PREC,METHOD,SI,MN,NI,CO,CU,CD,ZN,AS,AG,S,AL,CA,MG,PB207_PB206,PB208_PB206,HF176_HF177_INI,RE187_OS188,OS187_OS188,OS187_OS188_INI,OS187_OS186,OS186_OS188,OS184_OS188,HF176_HF177_INI,ND143_ND144_INI,PB206_PB204_INI,PB207_PB204_INI,PB208_PB204_INI,SR87_SR86_INI,HE3,HE4,AL,CA,K,MG,N,NA,P,PA,SI,TI,AS,AS,GER,INDIUM
TRI0101-027-001,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SEAMOUNT,MORB-Indian,-48.10,98.9432,-2735,-2600,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.193,1.344,15.637,0.062,,,8.945,,,0.124,8.428,12.268,2.789,0.147,0.11,,,2.28e-06,,,,,,,,34.9,,,343.7,,41.9,89.1,58.9,66.1,,,,,,1.53,122.2,27,73.8,3.13,,,,,,,,,,,,21.2,3.08,9.1,1.58,8.47,2.9,1.08,,0.679,4.46,0.952,2.75,0.432,2.66,0.395,2.07,0.192,,,,,,,,0.493,,0.144,0.069,0.513019,0.70317,17.891,15.486,37.578,0.283074,,,7.82,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,89.1,41.9,58.9,,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0127-2-027-005,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-48.02,102.54,-3290,-3170,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.531,1.167,15.979,0.048,,,8.439,,,0.131,8.605,12.544,2.557,0.088,0.075,,,3.76e-06,,,,,,,,33.4,,,341.1,,40.2,99.8,61.4,60.2,,,,,,0.917,105.8,24,63.5,2.05,,,,,,,,,,,,10.3,2.38,7.25,1.28,6.81,2.36,0.86,,0.573,3.68,0.81,2.3,0.36,2.23,0.339,1.68,0.12,,,,,,,,0.434,,0.102,0.045,0.513039,0.70291,17.951,15.465,37.719,,,,7.18,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,99.8,40.2,61.4,,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRRI88-029-101,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.97,103.571,-3080,-3080,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.915,1.144,15.77,0.066,,,8.417,,,0.12,8.841,12.382,2.526,0.113,0.092,,,0,,,,,,,,38.1,,,387.8,,43.2,130.9,69,67.7,,,,,,1.23,115.7,26.4,73.4,3.05,,,,,,,,,,,,16.4,3.51,9.48,1.53,7.85,2.66,0.903,,0.593,4.12,0.894,2.64,0.428,2.52,0.399,2,0.273,,,,,,,,0.361,,0.221,0.078,0.513024,0.70293,18.103,15.482,37.936,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,130.9,43.2,69,,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLJ-010,"GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.91,98.6012,-2900,-2900,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,1.83e-06,,,,,,,,,,,,,,,,,,,,,,3.13,125,,,7.32,,,,,,,,,,,,34.6,6.95,,,17.6,5.81,,,,,,,,,,,,,,,,,,,0.909,,0.396,0.168,0.512986,0.70315,17.914,15.483,37.682,0.283126,,,7.92,,MELWEST-10,1e-05,ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRRI88-011-103,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.88,103.353,-2950,-2950,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.906,1.086,15.716,0.051,,,8.123,,,0.088,8.592,12.299,2.582,0.135,0.111,,,1.382e-05,,,,,,,,36.6,,,370.1,,39.8,105.1,63.1,61,,,,,,1.25,123.3,24.9,67.5,3.25,,,,,,,,,,,,16,3.17,8.67,1.44,7.31,2.38,0.921,,0.564,3.7,0.815,2.29,0.376,2.27,0.333,1.68,0.184,,,,,,,,0.354,,0.164,0.061,0.513015,0.7029,18.114,15.477,37.922,0.28315,,,7.12,,MELWEST-10,0.001,EMP; ICPMS; MC-ICP-MS; MS,,,105.1,39.8,63.1,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0127-1-013-008,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.88,102.14,-2975,-2997,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.197,1.328,14.766,0.052,,,9.19,,,0.117,7.962,12.58,2.648,0.1,0.106,,,0,,,,,,,,40.1,,,385,,43,67.9,71.3,70.5,,,,,,1,112.3,29.4,75.5,2.45,,,,,,,,,,,,11.7,2.89,8.85,1.58,8.34,2.85,1.06,,0.692,4.58,0.996,2.89,0.451,2.77,0.412,2.08,0.14,,,,,,,,0.519,,0.131,0.055,0.513021,0.70293,17.989,15.475,37.77,0.283146,,,,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,67.9,43,71.3,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0127-1-014-003,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.77,103.038,-2795,-2771,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.664,1.521,15.534,0.042,,,9.07,,,0.158,7.438,11.618,3.359,0.166,0.167,,,0,,,,,,,,36.7,,,281,,37.3,72.8,56.7,69.7,,,,,,1.5,165,30.7,107.1,4.02,,,,,,,,,,,,18.1,4.74,13.47,2.2,10.61,3.32,1.19,,0.726,4.79,1.05,2.91,0.464,2.83,0.413,2.53,0.244,,,,,,,,0.609,,0.236,0.086,0.513047,0.7029,17.987,15.48,37.802,0.283087,,,,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,72.8,37.3,56.7,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POS0185-1094B,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.71,98.1568,-2644,-2570,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.158,1.662,15.283,0.056,,,10.718,,,0.139,7.192,11.116,3.229,0.114,0.129,,,1.045e-05,,,,,,,,38.9,,,268.7,,43.6,86.8,66.5,79.8,,,,,,0.717,149.1,34.1,98.7,2.45,,,,,,,,,,,,9.87,3.74,11.06,1.88,9.82,3.32,1.15,,0.756,5.16,1.12,3.45,0.541,3.31,0.535,2.57,0.222,,,,,,,,0.477,,0.157,0.067,0.51296,0.70308,17.843,15.483,37.614,,,,7.9,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,86.8,43.6,66.5,,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRRI88-006-101,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",FRACTURE_ZONE,MORB-Indian,-47.70,32.147,-4000,-4400,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,49.76,1.16,14.92,,1.24,,8.24,,,0.18,8.11,10.93,2.85,0.16,0.1,2.29,,,,,,,,,,43,,240,309,,49,80,72,71,,,,,,6.21,132.8,34.3,75,2.53,,,,,,,,,,,0.44,19.2,3.64,11.6,1.98,10.5,3.63,1.34,5.06,0.9,5.96,1.26,3.65,0.56,3.49,0.53,2.67,,,,,,,,,0.56,,0.18,0.061,0.51304,0.70318,18.138,15.473,37.95,0.283184,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,80,49,72,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRRI88-027-101,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.63,101.532,-2863,-2850,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.75,1.664,15.092,0.053,,,9.316,,,0.167,7.601,11.83,2.966,0.295,0.187,,,1.777e-05,,,,,,,,39.3,,,302.5,,40.5,72,62.1,80.3,,,,,,3.48,143.7,34.7,115.3,7.67,,,,,,,,,,,,40.5,6.4,16.29,2.53,12.08,3.64,1.28,,0.834,5.45,1.18,3.51,0.54,3.37,0.526,3.04,0.524,,,,,,,,0.66,,0.521,0.159,0.512978,0.70306,18.105,15.485,37.944,0.28306,,,7.32,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,72,40.5,62.1,,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALV0524-002,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.59,101.223,-2849,-2835,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,52.207,1.548,14.773,0.018,,,9.929,,,0.181,7.337,11.932,3.048,0.151,0.133,,,0,,,,,,,,39.1,,,137.9,,41.9,49.5,63.3,73.3,,,,,,1.4,131.7,31.2,91,3.58,,,,,,,,,,,,16.4,4,11.67,1.96,10.04,3.3,1.23,,0.779,5.07,1.11,3.19,0.507,3.02,0.46,2.46,0.224,,,,,,,,0.608,,0.22,0.087,0.51302,0.70293,17.996,15.467,37.764,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,49.5,41.9,63.3,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0107-7-010-001,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.46,100.961,-2590,-2576,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.213,1.412,15.566,0.059,,,8.699,,,0.132,7.851,12.021,2.885,0.25,0.145,,,3.78e-06,,,,,,,,37.3,,,313.6,,40.2,93.4,67.2,67,,,,,,2.95,147.8,27.9,91.8,6.11,,,,,,,,,,,,34.1,5.39,13.6,2.09,9.89,2.98,1.01,,0.665,4.37,0.916,2.8,0.448,2.55,0.389,2.46,0.466,,,,,,,,0.493,,0.552,0.162,0.512988,0.70301,18.257,15.512,38.102,,,,7.33,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,93.4,40.2,67.2,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*LAGEY_IC-246,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.45,97.512,-2490,-2450,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.813,1.569,15.282,0.051,,,8.894,,,0.119,7.381,11.99,3.201,0.34,0.166,,,4.05e-06,,,,,,,,,,,,,,,,,,,,,,2.45,204,,,5.78,,,,,,,,,,,,32.9,5.6,,,11.4,3.51,,,,,,,,,,,,,,,,,,,0.757,,0.428,0.149,0.512952,0.70339,17.859,15.492,37.743,0.283078,,,8.33,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0154-013-001,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.45,97.512,-2490,-2450,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,1.65e-06,,,,,,,,32.3,,,270.5,,39.7,114.5,52.3,73.7,,,,,,3.75,232,31.5,123.3,9.22,,,,,,,,,,,,53.5,7.57,18.66,2.79,13.02,3.84,1.32,,0.798,4.99,1.08,3.06,0.476,2.94,0.431,3.02,0.639,,,,,,,,0.966,,0.558,0.209,0.512911,0.70361,17.937,15.499,37.801,,,,8.08,,MELWEST-10,1e-05,ICPMS; MS,,,114.5,39.7,52.3,,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRRI88-007-101,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.34,100.672,-2470,-2460,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,2.74e-06,,,,,,,,36.6,,,129,,38.9,46.5,57.8,77.3,,,,,,2.79,146.6,33.1,108.8,6.57,,,,,,,,,,,,31.2,5.77,15.58,2.47,12.2,3.81,1.35,,0.856,5.53,1.17,3.42,0.523,3.19,0.49,2.9,0.41,,,,,,,,0.741,,0.433,0.155,0.513001,0.70301,18.133,15.483,37.923,0.28307,,,7.36,,MELWEST-10,1e-05,ICPMS; MC-ICP-MS; MS,,,46.5,38.9,57.8,,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NADHS88-008-003,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.19,100.863,-2125,-1905,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.512,1.271,17.955,0.025,,,8.083,,,0.122,8.842,11.498,3.238,0.125,0.098,,,0,,,,,,,,27.7,,,244,,42.6,140,59.5,58,,,,,,0.841,195.1,23.3,86.1,2.43,,,,,,,,,,,,11.3,3.52,10.66,1.81,8.92,2.75,1.1,,0.602,3.72,0.796,2.24,0.344,2.17,0.329,2.1,0.157,,,,,,,,0.447,,0.133,0.059,0.513018,0.70284,18.088,15.466,37.874,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,140,42.6,59.5,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR0057-017-001-1,"MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-47.17,32.67,-3100,-3400,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,113.3,,,,,,,,,,,,,,,,,,,5.696,1.955,,,,,,,,,,,,,,,,,,,0.253,,,,0.513119,0.70259,18.078,15.454,37.59,,,,,,AGU0053,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-006-002,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-47.08,96.8325,-2615,-2520,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.806,1.163,15.264,0.065,,,8.783,,,0.143,8.22,12.612,2.446,0.069,0.071,,,6.3e-06,,,,,,,,,,,,,,,,,,,,,,0.4,75.1,,,1.12,,,,,,,,,,,,5.2,1.99,,,6.53,2.41,,,,,,,,,,,,,,,,,,,0.28,,0.086,0.024,0.513015,0.70314,17.841,15.481,37.786,0.283137,,,9.38,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMAR2001-005-005,"GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-46.78,96.3675,-2530,-2510,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,8.8e-07,,,,,,,,,,,,,,,,,,,,,,0.73,122,,,1.7,,,,,,,,,,,,10.2,2.64,,,8.31,2.99,,,,,,,,,,,,,,,,,,,0.426,,0.141,0.044,0.512981,0.70323,17.731,15.47,37.596,0.283143,,,8.37,,MELWEST-10,1e-05,ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWI9309-040-004,"MAHONEY, 1992",FRACTURE_ZONE,MORB-Indian,-46.50,33.87,-2250,-2950,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,47.52,0.52,18.34,,,,,7.51,,0.14,6.9,10.68,2.57,0.44,0.13,3.38,,,,,,,,,,33,,198,307,,43,88,40,80,,,,,,3.22,146.8,22,55,2.9,,,,,,,,,,,,16,,,,6.76,2.362,,,,,,,,,,,,,,,,,,,0.449,,,,0.512983,0.70359,18.261,15.552,38.37,,,,,,MELPROT-5,0.001,MS; MS-ID; Unknown; XRF,,,88,43,40,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRRI88-009-301,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-46.38,33.508,-2050,-2380,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,49.28,1.16,16.11,,1.2,,8.03,,,0.21,8.15,11.08,2.36,0.09,0.1,2.06,,,,,,,,,,40,,240,272,,45,103,74,79,,,,,,0.53,119.4,24.1,72,1.46,,,,,,,,,,,0.03,7.3,2.25,7.38,1.3,7.11,2.58,1.04,3.61,0.64,4.25,0.89,2.55,0.39,2.36,0.36,1.46,,,,,,,,,0.24,,0.071,0.021,0.51306,0.70329,18.118,15.501,37.87,0.283199,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,103,45,74,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGU0022-009-002,"MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-46.09,95.93,-2990,-2990,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,9.9e-07,,,,,,,,,,,,,,,,,,,,,,10.6,272,,,20.4,,,,,,,,,,,,127,12.6,,,14.7,3.73,,,,,,,,,,,,,,,,,,,0.853,,1.36,0.478,0.512963,0.70309,18.494,15.519,38.25,,,,7.31,,MELWEST-10,0.01,ICPMS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET64/1-159-003,"MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-46.03,34.07,-3000,-3500,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,135.4,,,,,,,,,,,,,,,,,,,10.11,3.334,,,,,,,,,,,,,,,,,,,0.423,,,,0.513089,0.70276,18.223,15.469,37.781,,,,,,AGU0053,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR0080-013-002,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-45.18,95.6983,-3135,-3192,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.976,1.474,15.505,0.055,,,9.229,,,0.116,8.301,11.701,2.633,0.118,0.111,,,1.04e-05,,,,,,,,34.9,,,346.6,,39.5,116.3,51.7,73.8,,,,,,0.928,109.5,32.2,90.7,2.51,,,,,,,,,,,,15,3.13,9.79,1.74,9.24,3.12,1.1,,0.747,4.89,1.06,3.05,0.488,2.97,0.442,2.37,0.151,,,,,,,,0.395,,0.067,0.051,0.513018,0.70311,17.926,15.479,37.55,0.283153,,,7.75,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,116.3,39.5,51.7,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP049-0409-010-008/065-068,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-45.17,95.59,-3200,-3180,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.196,1.523,14.691,0.064,,,9.446,,,0.157,7.526,12.183,2.737,0.122,0.127,,,5.4e-07,,,,,,,,36.6,,,318.4,,42.1,92.3,60.9,70.6,,,,,,0.777,123.6,29.3,84.2,2.16,,,,,,,,,,,,14.2,3.02,9.54,1.7,8.83,3,1.11,,0.72,4.61,1.02,2.88,0.456,2.8,0.427,2.26,0.14,,,,,,,,0.382,,0.104,0.044,0.513011,0.70305,17.883,15.479,37.546,,,,7.81,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,92.3,42.1,60.9,,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POS0436-235-001A,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-45.11,95.9322,-2740,-2580,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.234,1.333,15.66,0.048,,,8.675,,,0.115,8.176,11.803,3.012,0.128,0.118,,,4.44e-06,,,,,,,,36.6,,,355,,43.1,99,62.4,68.6,,,,,,0.963,151.6,29.8,89.9,2.74,,,,,,,,,,,,13.6,3.41,10.54,1.86,9.69,3.26,1.19,,0.75,4.88,1.04,3.01,0.463,2.87,0.429,2.4,0.173,,,,,,,,0.625,,0.125,0.057,0.513036,0.70308,17.754,15.463,37.498,0.283139,,,8.08,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,99,43.1,62.4,,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-035-003,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-45.11,95.4088,-3070,-3020,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.709,1.519,14.884,0.057,,,9.149,,,0.146,7.841,11.986,2.75,0.11,0.095,,,0,,,,,,,,,,,,,,,,,,,,,,0.94,128,,,2.72,,,,,,,,,,,,15.4,3.65,,,11.5,4,,,,,,,,,,,,,,,,,,,0.547,,0.096,0.055,0.513018,0.70304,17.875,15.477,37.523,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABP1985-046-003,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-45.05,95.764,-3070,-3068,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.461,1.337,16.24,0.054,,,8.14,,,0.116,8.035,11.637,3.467,0.376,0.141,,,0,,,,,,,,28.5,,,294.5,,38,122.8,54.5,57.1,,,,,,4.59,189.7,23.3,82.6,9.33,,,,,,,,,,,,57,6.22,14.3,2.06,9.49,2.74,1.06,,0.6,3.74,0.82,2.24,0.362,2.17,0.331,2.07,0.518,,,,,,,,0.568,,0.575,0.186,0.512986,0.7032,18.133,15.504,37.92,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,122.8,38,54.5,,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLY0102-082-005,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-44.90,36.47,-2400,-2400,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513147,0.702882,18.289,15.5095,38.0463,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0107-026-001,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-44.86,36.18,-1320,-1320,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513102,0.702915,18.3663,15.5162,38.1243,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-007-005,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-44.83,94.8328,-2708,-2730,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.557,1.351,15.456,0.042,,,8.719,,,0.127,8.051,11.961,2.777,0.146,0.113,,,1.141e-05,,,,,,,,34.3,,,321,,40.5,94.7,55.6,65.4,,,,,,0.903,131.1,26.8,79,2.42,,,,,,,,,,,,18.2,3.08,9.41,1.63,8.38,2.85,1.08,,0.672,4.25,0.944,2.64,0.421,2.56,0.375,2.1,0.152,,,,,,,,0.401,,0.111,0.053,0.513012,0.70312,17.871,15.489,37.537,0.283074,,,7.7,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,94.7,40.5,55.6,,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP082-0561-1-1/025-028,"JANNEY, 2005; MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-44.82,35.847,-1840,-1920,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,49.6,1.42,14.77,,,,,11.78,,0.17,7.63,11.21,2.39,0.17,0.14,1.16,,,,,,,,,,43,,322,195,,55,124,84,98,,,,,,9.19,93.44,31.9,76,4.4,,,,,,,,,,,0.11,22,3.31,9.36,1.55,8.34,3.08,1.16,4.58,0.83,5.58,1.2,3.49,0.53,3.32,0.51,2.12,,,,,,,,,0.35,,0.28,0.09,0.513151,0.70291,18.052,15.473,37.694,0.283227,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,124,55,84,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABP1985-046-002,"MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-44.82,35.847,-1840,-1920,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,50.33,2.18,14.37,,,,,12.36,,0.21,6.01,10.23,3.48,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,93.99,,,,,,,,,,,,,,,,,,,7.277,2.666,,,,,,,,,,,,,,,,,,,0.392,,,,0.513064,0.70321,18.133,15.476,38.061,,,,,,MELPROT-5,0.001,EMP; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
