SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,AGE,MAX AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE4_HE3,HE3_HE4_R_RA,IGSN,EXPEDITION ID,LOC PREC,METHOD,SI,MN,NI,CO,CU,CD,ZN,AS,AG,S,AL,CA,MG,PB207_PB206,PB208_PB206,HF176_HF177_INI,RE187_OS188,OS187_OS188,OS187_OS188_INI,OS187_OS186,OS186_OS188,OS184_OS188,HF176_HF177_INI,ND143_ND144_INI,PB206_PB204_INI,PB207_PB204_INI,PB208_PB204_INI,SR87_SR86_INI,HE3,HE4,AL,CA,K,MG,N,NA,P,PA,SI,TI,AS,AS,GER,INDIUM
EWI9309-015-001,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-44.82,35.847,-1840,-1920,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,49.28,1.59,15.52,,1.36,,9.06,,,0.15,7.59,11.18,2.55,0.5,0.26,1.26,,,,,,,,,,38,,281,257,,48,126,66,87,,,,,,9,193.2,33.2,122,14.5,,,,,,,,,,,0.13,84.9,10.3,23.3,3.13,14.3,4.07,1.39,4.9,0.87,5.7,1.19,3.38,0.51,3.17,0.48,2.96,,,,,,,,,0.93,,1.15,0.32,0.513062,0.70291,18.271,15.484,37.977,0.283162,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,126,48,66,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET64/1-211,"HAMELIN, 1985",SPREADING_CENTER,MORB-Indian,-44.81,36.302,-1500,-1500,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513041,0.7028,18.237,15.499,37.976,,,,,,DUF0034,0.001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0107-002,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-44.61,37.27,-2850,-2850,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513138,0.70296,18.3562,15.5229,38.1451,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DY0115-019-007,"GALE, 2013; ISRAEL, 2019; MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-44.18,38.795,-2190,-2190,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.9861,1.59395,16.6896,,,,10.1589,,,,7.31214,11.6181,2.40488,0.162616,0.213,,,,,,,,7.76,1.02,,49.88,11814,386.98,181.59,,49.32,72.45,84.49,112.13,18.72,,,,,3.54,162.02,42.91,138.11,8.5,,,,,,,,,,,0.04116,72.22,8.85,21.52,3.17,16.04,4.89,1.65,6.5,1.1,7.56,1.56,4.74,0.66,4.36,0.64,3.42,0.42,,,,,,,0.02,0.81,,0.74,0.19,0.513366133,0.70288,18.366,15.503,38.066,,,,,,DUF0034,0.001,EMP; ICPMS; MS; TIMS,,,72.45,49.32,84.49,,112.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11814,,,,
TRI0139-025-003G,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-44.12,93.773,-2785,-2805,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,7.74e-06,,,,,,,,38.7,,,272.4,,41,83.5,55.5,94.7,,,,,,0.953,105.9,42.2,128.2,2.78,,,,,,,,,,,,14.1,4.17,13.22,2.37,12.68,4.36,1.35,,0.973,6.69,1.42,4.2,0.658,3.89,0.632,3.53,0.254,,,,,,,,0.552,,0.177,0.068,0.51306,0.70292,17.793,15.465,37.443,0.283161,,,8.34,,MELWEST-10,1e-05,ICPMS; MC-ICP-MS; MS,,,83.5,41,55.5,,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELBMRG-6-R045B,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.92,40.94,-2700,-2700,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513037,0.702993,18.4048,15.5249,38.169,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-261-017,"AREVALO JR, 2008; MAHONEY, 1989; MAHONEY, 1992; RAQUIN, 2009",SPREADING_CENTER,MORB-Indian,-43.89,40.653,-2550,-2550,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.74,1.18,15.52,,,,,7.96,,0.16,8.17,11.38,2.55,0.13,0.194,,,,,,,,,,,35.9,,274,297,,,97,80,90,,,,,,2.2,220.1,36,122,,,,,,,,,,,,,63,3.53,7.16,1.15,6.26,2.07,0.93,2.48,0.4,2.72,0.54,1.54,0.21,1.4,0.2,,,0.026,,,,,,,0.462,,0.204,0.0395,0.512437,0.70487,16.867,15.475,37.245,,,99020,7.3,,DUF0034,0.001,DCP; EMP; LA-ICPMS; MS; MS-ID,,,97,,80,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELBMRG-6-033-002,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.89,40.8,-2550,-2550,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513005,0.702923,18.4256,15.525,38.1687,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0125-030-001-004,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.89,40.81,-1970,-1970,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513089,0.703008,18.4122,15.5253,38.1444,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-003-001,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-43.88,93.1143,-2725,-2580,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.21,1.662,15.273,0.058,,,9.51,,,0.126,7.535,11.637,3.096,0.202,0.177,,,1.233e-05,,,,,,,,37,,,271,,40.4,66.6,56.6,76.4,,,,,,1.77,166.9,32.1,106.9,3.98,,,,,,,,,,,,31.4,4.42,13.12,2.2,11.16,3.55,1.34,,0.816,5.1,1.11,3.1,0.479,2.99,0.456,2.69,0.248,,,,,,,,0.552,,0.187,0.081,0.512961,0.70332,17.874,15.484,37.586,0.283081,,,8.46,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,66.6,40.4,56.6,,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMAR2003-004-004,"MAHONEY, 1992",FRACTURE_ZONE,MORB-Indian,-43.61,39.308,-3600,-3860,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,227.5,,,,,,,,,,,,,,,,,,,8.862,2.604,,,,,,,,,,,,,,,,,,,0.691,,,,0.512692,0.70438,17.441,15.48,37.663,,,,,,MELPROT-5,0.001,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END0026-016-001,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",FRACTURE_ZONE,MORB-Indian,-43.61,39.308,-3600,-3860,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,49.71,1.17,14.84,,1.22,,8.12,,,0.14,8,11.6,2.2,0.24,0.14,2.35,,,,,,,,,,38,,240,76,,50,76,90,84,,,,,,4.48,183,21.4,73,7.48,,,,,,,,,,,0.07,89.4,7.02,15.4,2.07,9.42,2.7,1.01,3.35,0.59,3.84,0.79,2.22,0.33,2.07,0.31,1.5,,,,,,,,,0.55,,0.52,0.11,0.512697,0.7044,17.449,15.505,37.706,0.282949,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,76,50,90,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POS0291-495-002,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-43.58,92.677,-2560,-2610,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.288,1.628,15.181,0.062,,,9.634,,,0.161,7.554,11.66,3.245,0.157,0.137,,,1.072e-05,,,,,,,,35.3,,,258.6,,38.8,62.4,58.3,70.5,,,,,,1.19,140.3,31.3,96.9,3.12,,,,,,,,,,,,21,3.58,11.04,1.94,10.07,3.31,1.24,,0.776,4.93,1.08,3.01,0.463,2.89,0.438,2.56,0.19,,,,,,,,0.478,,0.134,0.061,0.512995,0.70324,17.844,15.478,37.547,0.283043,,,8.37,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,62.4,38.8,58.3,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-016-004,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-43.47,91.684,-2800,-2675,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.115,1.848,14.514,0.058,,,10.606,,,0.172,7.161,11.816,2.833,0.139,0.156,,,1.85e-06,,,,,,,,42.8,,,321.8,,44.4,75.7,70.1,93.6,,,,,,0.953,119.5,41.7,121.6,2.7,,,,,,,,,,,,17.5,4.06,13.12,2.31,12.11,4.27,1.37,,0.946,6.54,1.36,4.19,0.652,3.9,0.606,3.31,0.235,,,,,,,,0.584,,0.14,0.064,0.513032,0.70302,17.868,15.485,37.569,0.283141,,,8.24,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,75.7,44.4,70.1,,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-262-034,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.43,40.21,-3000,-3000,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512861,0.703905,17.1577,15.4302,37.3632,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-262-035,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.43,40.21,-3000,-3000,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512863,0.703863,17.2033,15.4382,37.4102,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-007-001G,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-43.43,92.3333,-2575,-2545,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.762,1.676,14.7,0.042,,,9.945,,,0.175,7.312,11.98,2.925,0.154,0.15,,,0,,,,,,,,,,,,,,,,,,,,,,1.48,152,,,3.69,,,,,,,,,,,,27.4,4.49,,,11.8,3.76,,,,,,,,,,,,,,,,,,,0.608,,0.214,0.072,0.513016,0.70314,17.848,15.464,37.549,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0127-1-R046,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-43.42,91.2892,-1740,-1470,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.304,1.219,15.375,0.047,,,9.401,,,0.103,8.462,12.726,2.481,0.062,0.061,,,0,,,,,,,,,,,,,,,,,,,,,,0.32,87.8,,,1.03,,,,,,,,,,,,5.5,1.85,,,6.6,2.37,,,,,,,,,,,,,,,,,,,0.26,,0.063,0.021,0.513029,0.70298,17.97,15.464,37.661,,,,8.21,,MELWEST-10,1e-05,EMP; ICPMS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-261-012,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.41,39.98,-2820,-2820,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512607,0.704761,16.585,15.3599,36.8753,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-262-092,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.40,40.1,-2770,-2770,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512871,0.703717,17.2726,15.4409,37.4083,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-261-047,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-43.38,39.852,-2400,-2750,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,50.35,1.62,15.44,,1.38,,9.19,,,0.19,6.79,10.83,2.78,0.52,0.19,0.97,,,,,,,,,,40,,296,153,,50,84,57,89,,,,,,9.18,188,32.9,109,7.44,,,,,,,,,,,0.2,138,7.65,18.5,2.7,13,3.94,1.4,5.01,0.88,5.85,1.22,3.47,0.53,3.29,0.5,2.84,,,,,,,,,0.91,,0.61,0.16,0.512808,0.7041,17.083,15.414,37.296,0.28305,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,84,50,57,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-262-021,"MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-43.38,39.852,-2400,-2750,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,155.9,,,,,,,,,,,,,,,,,,,7.204,2.417,,,,,,,,,,,,,,,,,,,,,,,0.512694,0.70458,17.097,15.418,37.288,,,,,,MELPROT-5,0.001,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLARK20-2-262-083,"MEYZEN, 2005",SPREADING_CENTER,MORB-Indian,-43.36,39.69,-3120,-3120,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51287,0.703938,17.2434,15.4496,37.4273,,,,,,DUF0125,0.01,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-018-001,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-43.08,91.0947,-2512,-2475,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.137,1.733,14.702,0.061,,,10.079,,,0.136,7.661,11.577,2.684,0.137,0.144,,,2.3e-06,,,,,,,,,,,,,,,,,,,,,,1.28,115,,,2.93,,,,,,,,,,,,19,3.62,,,10.9,3.74,,,,,,,,,,,,,,,,,,,0.445,,0.154,0.073,0.513038,0.70302,17.868,15.48,37.564,0.283121,,,8.35,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-019-001,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-42.89,90.7952,-2400,-2300,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.994,1.381,15.642,0.055,,,9.147,,,0.133,8.065,11.953,2.826,0.124,0.138,,,5.45e-06,,,,,,,,,,,,,,,,,,,,,,0.84,139,,,2.3,,,,,,,,,,,,19.1,3.26,,,9.45,3.3,,,,,,,,,,,,,,,,,,,0.448,,0.112,0.039,0.51304,0.70293,17.863,15.479,37.456,0.283079,,,8.02,,MELWEST-10,1e-05,EMP; ICPMS; MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-013-001G,"MAHONEY, 1992",FRACTURE_ZONE,MORB-Indian,-42.69,41.985,-3260,-3400,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,121.4,,,,,,,,,,,,,,,,,,,15.6,5.357,,,,,,,,,,,,,,,,,,,0.653,,,,0.513188,0.70268,17.829,15.448,37.486,,,,,,MELPROT-5,0.001,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-001-001G,"JANNEY, 2005; LE ROEX, 1989; MAHONEY, 1992",FRACTURE_ZONE,MORB-Indian,-42.69,41.89,-4400,-4600,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,49.6,1.9,14.85,,1.45,,9.65,,,0.18,6.22,10.08,2.9,0.36,0.23,1.91,,,,,,,,,,35,,238,240,,45,117,62,85,,,,,,5.27,132.9,36.3,153,3.47,,,,,,,,,,,0.21,17.3,4.16,13.2,2.26,12.2,4.11,1.42,5.56,0.98,6.42,1.35,3.9,0.58,3.65,0.56,3.09,,,,,,,,,0.54,,0.24,0.12,0.513213,0.70273,17.859,15.436,37.418,0.28326,,,,,MELPROT-5,0.001,ICPMS; MC-ICP-MS; MS; MS-ID; Unknown; XRF,,,117,45,62,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR0080-105-001,"CHRISTIE, 2004; GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-42.57,90.204,-2575,-2575,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.668,1.611,14.728,0.022,,,9.818,,,0.101,7.691,11.638,2.636,0.107,0.136,,,1.178e-05,,,,,,,,,,,,,,,,,,,,,,0.79,118,,,2.55,,,,,,,,,,,,11.4,3.46,,,10.6,3.58,,,,,,,,,,,,,,,,,,,0.542,,0.108,0.057,0.513021,0.70302,17.91,15.474,37.646,0.283126,,,8.61,,MELWEST-10,0.001,EMP; ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUDIVA-013-003,"MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-42.12,88.042,-2450,-2450,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,1.632e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512889,0.70364,17.97,15.501,37.979,,,,9.7,,MELBMRG-6,0.001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-018-001G,"MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-42.01,42.73,-1260,-2015,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,142.7,,,,,,,,,,,,,,,,,,,8.964,3.815,,,,,,,,,,,,,,,,,,,0.392,,,,0.513201,0.70309,17.814,15.452,37.312,,,,,,MELINMD,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMAR2001-060-043,"MAHONEY, 1992",SPREADING_CENTER,MORB-Indian,-41.98,42.72,-4050,-4150,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,124.3,,,,,,,,,,,,,,,,,,,4.94,2.183,,,,,,,,,,,,,,,,,,,0.198,,,,0.513218,0.70253,17.71,15.424,37.234,,,,,,MELINMD,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEM0030-008-022,"CHRISTIE, 2004; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-41.87,88.9222,-2390,-2316,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,47.809,0.898,17.211,0.041,,,8.169,,,0.113,10.009,12.304,2.233,0.054,0.053,,,3.7e-06,,,,,,,,27.6,,,285.5,,46.5,159.3,78,53.3,,,,,,0.286,100,18.9,45.4,0.738,,,,,,,,,,,,4.41,1.4,4.73,0.87,4.77,1.79,0.728,,0.444,2.9,0.666,1.85,0.296,1.85,0.277,1.28,0.039,,,,,,,,0.193,,0.05,0.019,0.512954,0.70331,18.03,15.473,37.892,,,,9.14,,MELWEST-10,1e-05,EMP; ICPMS; MS,,,159.3,46.5,78,,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON2806-049-001G,"CHRISTIE, 2004; MAHONEY, 2002",SEAMOUNT,MORB-Indian,-41.72,89.3178,-1765,-1375,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.387,1.512,15.357,0.018,,,10.21,,,0.119,7.742,12.298,3.022,0.109,0.071,,,0,,,,,,,,,,,,,,,,,,,,,,0.48,119,,,1.68,,,,,,,,,,,,6.7,2.58,,,8.33,2.89,,,,,,,,,,,,,,,,,,,0.44,,0.072,0.044,0.512949,0.70337,18.173,15.492,38.013,,,,,,MELWEST-10,1e-05,EMP; ICPMS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POS0158-447-001,"GRAHAM, 2006; LOEWEN, 2019; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-41.52,87.092,-2480,-2480,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,0.16,6.21e-06,,,,,,,,,,,,,,,,,,,,,,,152,,,3.37,,,,,,,,,,,,16.6,5.05,15.12,,12.1,4.57,,,,,,,,,,,,,,,,,,,0.803,,,,0.512904,0.70358,17.812,15.497,37.886,0.283097,,,8.9,,MELBMRG-6,0.001,ICPMS; LA-ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-3270-JM-084,"GRAHAM, 2006; MAHONEY, 2002",SPREADING_CENTER,MORB-Indian,-41.10,86.23,-2500,-2500,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,8.8e-07,,,,,,,,,,,,,,,,,,,,,,,126,,,3.39,,,,,,,,,,,,15.2,4.03,,,12,4.34,,,,,,,,,,,,,,,,,,,0.824,,,,0.512943,0.70348,17.735,15.487,37.76,0.283133,,,8.5,,MELBMRG-6,0.001,ICPMS; MC-ICP-MS; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMAR2001-024-014,"BEZOS, 2005; EILER, 2000; GALE, 2013; GANNOUN, 2007; HAMELIN, 1985; ISRAEL, 2019; SARDA, 1988; SCHIANO, 1997",SPREADING_CENTER,MORB-Indian,-40.98,43.7,-3700,-3700,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.95,1.72,14.91,,1.7,,9.09,10.62,,0.19,7.07,10.77,3.16,0.2,0.19,,0.36,,,,,1301,7.73,0.78,1.3,48.05,10961.6,345.26,272.05,,47.38,107.64,73.4,104.28,17.62,,,,,3.92,141.76,40.32,116.31,4.88,,,,,,,,,,,0.03033,66.38,5.49,14.74,2.32,12.8,4.3,1.49,5.91,1.03,7.02,1.46,4.49,0.62,4.17,0.6,3.07,0.28,,821000,5800,,,,0.02,0.65,,0.37,0.09,0.513311048,0.70293,17.73,15.485,37.615,,,80310,8.89,,DUF0034,0.001,CALC; EMP; FTIR; ICPMS; IMP; MS; MS-ID; TIMS; WET,,,107.64,47.38,73.4,,104.28,,,1301,,,,,,,679,0.1279,,1.2601,,,,,,,,,3.214e-10,,,,,,,,,,,10961.6,,,,
PRQPS09-ROC20,"DOSSO, 1988",SPREADING_CENTER,MORB-Indian,-40.34,78.65,,,THOLEIITE,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,91.5,,,,,,,,,,,,,,,,,,,5.85,2.06,,,,,,,,,,,,,,,,,,,,,,,0.513032,0.70343,17.978,15.503,37.919,,,,,,CHRHYAM,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
