Unique_ID﻿,SampleID,Location,Reference(s),Plume,Geochemical affinity1,Lat,Lon,Age,Age_rounded,SiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,SO3,L.O.I,SUM(volatile free),Unnamed: 21,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Mo,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U,Unnamed: 62,143Nd/144Nd,2s_Nd,87Sr/86Sr,2s_Sr,206Pb/204Pb,2s_206Pb,207Pb/204Pb,2s_207Pb,208Pb/204Pb,2s_208Pb,176Hf/177Hf,2s_Hf,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,87Sr/86Sr_i,143Nd/144Nd_i,176Hf/177Hf_i,143Nd,Delta_DM
961,699A-43X-2-1,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512641,,0.706082,,18.6397,,15.6351,,38.4844,,0.282863,,18.55,15.63,38.43,0.70601,0.51254,0.282814,0.51254,-8.358491644
962,699A-43X-2-3,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512764,,0.705244,,18.7732,,15.6395,,38.6338,,0.282992,,18.65,15.63,38.5,0.70514,0.51266,0.28296,0.51266,-6.019167921
963,699A-43X-2-4,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512774,,0.70525,,18.7733,,15.6398,,38.6368,,0.282986,,18.65,15.63,38.51,0.70514,0.51267,0.282938,0.51267,-5.824224277
964,Site 698-1,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,52,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,,0.70417,,,,,,,,,,,,,0.70359,0.51275,,0.51275,-4.830804352
965,Site 698-3,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,48,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5131,,0.70611,,,,,,,,,,,,,0.7052,0.513,,0.513,0.042510712
966,Site 698-6,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,23,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51278,,0.70386,,,,,,,,,,,,,0.70365,0.51268,,0.51268,-6.19533257
967,Site 698-7,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,130,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51256,,0.71178,,,,,,,,,,,,,0.70893,0.51247,,0.51247,-10.28891722
968,Site 698-8,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,15,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51309,,0.70477,,,,,,,,,,,,,0.70431,0.513,,0.513,0.042510712
969,Site 699-2,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,59,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51244,,0.70716,,,,,,,,,,,,,0.70667,0.51235,,0.51235,-12.06242087
970,Site 701-1,Shona-Meteor,,Shona-Meteor,,-51.98,-23.2123,50,50,,,,,,,,,,,,,,,,,,,,,,,,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51289,,0.70379,,,,,,,,,,,,,0.70363,0.51277,,0.51277,-5.289907066
971,Site 703-5,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,79,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51253,,0.70564,,,,,,,,,,,,,0.70531,0.51246,,0.51246,-11.04952078
972,Site 703-6,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,137,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51249,,0.81745,,,,,,,,,,,,,0.78641,0.51241,,0.51241,-12.0241286
973,Site 703-7,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,138,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51252,,0.76423,,,,,,,,,,,,,0.74142,0.51235,,0.51235,-13.19365799
974,Site 703-8,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,53,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51252,,0.70549,,,,,,,,,,,,,0.70529,0.51244,,0.51244,-11.43936391
975,Site 703-9,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,122,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51248,,0.73146,,,,,,,,,,,,,0.71471,0.51247,,0.51247,-10.85459922
976,428 DR-1,Godzilla,,Madeira,,32.45,-15.54166667,66.6,70,,,,,,,,,,,,,,,,,,,,,,,,14.8,802,,,,,,,,,,,,105,17.4,,,,,,,,,,,,,,,,,,0.512427,,0.705702,,17.835,,15.364,,38.443,,0.282592,,17.751,15.36,38.11,0.705651,0.512383,0.282586,0.512383,-12.2676411
977,428 DR-2,Godzilla,,Madeira,,32.45,-15.54166667,66.6,70,,,,,,,,,,,,,,,,,,,,,,,,20.4,926,,,,,,,,,,,,114,17.4,,,,,,,,,,,,,,,,,,0.512424,,0.705771,,17.738,,15.341,,38.136,,0.282583,,17.619,15.335,37.828,0.70571,0.512384,0.282573,0.512384,-12.24814839
978,AFN-1-L,Afanasy-Nikitin Rise,,Crozet,,-3.04,82.988903,80,80,,,,,,,,,,,,,,,,,,,,,,,,55.9,609.6,,,,,,,,,,,,12.19,2.4,,,,,,,,,,,,,,3.955,1.39,0.289,,,,,,,,,,,,,,16.772,15.408,37.079,0.70641,,,0.512146,-16.60473355
979,AFN-2-U,Afanasy-Nikitin Rise,,Crozet,,-3.04,82.988903,80,80,,,,,,,,,,,,,,,,,,,,,,,,52.6,687.3,,,,,,,,,,,,48.25,9.58,,,,,,,,,,,,,,6.32,3.98,1.21,,,,,,,,,,,,,,16.801,15.416,37.056,0.70686,,,0.512125,-17.01409201
980,CE27-4,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.936,15.6,39.216,0.70404,,,0.512817,-5.78818742
981,CE13-1,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.892,15.583,39.034,0.70404,,,0.512853,-5.086588945
982,CE31-2,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.857,15.573,38.973,0.70408,,,0.512823,-5.671254341
983,CE42-4,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.902,15.571,39.007,0.70404,,,0.512838,-5.378921643
984,CE8-3,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.793,15.568,38.956,0.70403,,,0.512817,-5.78818742
985,CP9-1,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.846,15.572,38.984,0.70406,,,0.512828,-5.573810108
986,CP30-3,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.93,15.588,38.913,0.704,,,0.512843,-5.28147741
987,CP36-5,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.019,15.607,39.089,0.70399,,,0.512848,-5.184033178
988,CE48-3,Crozet,,Crozet,,-46.22,51.234678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.184,15.623,39.16,0.70396,,,0.512858,-4.989144712
989,M1/34-3a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,??5.50,357.8,,,,,,,,,,,,??7.90,??2.11,,,,,,,,,,,,,,??0.45,,??0.02,,,,,,,,,,,,,,?17.237,?15.611,?37.803,0.705841,0.512191,,0.512191,-15.72753683
990,M1/34-4a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,??9.24,421.2,,,,,,,,,,,,?10.56,??2.59,,,,,,,,,,,,,,??0.63,,??0.08,,,,,,,,,,,,,,?17.129,?15.552,?37.615,0.705961,0.512177,,0.512177,-16.00044248
991,M1/34-5a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,?13.88,392.3,,,,,,,,,,,,?12.10,??2.81,,,,,,,,,,,,,,??1.24,,??0.11,,,,,,,,,,,,,,?16.850,?15.525,?37.397,0.705769,0.512161,,0.512161,-16.31233464
992,M1/36-5a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,41.95,532.8,,,,,,,,,,,,3.34,0.68,,,,,,,,,,,,,,2.74,,0.27,,,,,,,,,,,,,,17.08,15.452,37.473,0.705844,0.512332,,0.512332,-12.97898714
993,M1/36-8a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,102.9,396,,,,,,,,,,,,10.93,1.95,,,,,,,,,,,,,,8.94,,0.69,,,,,,,,,,,,,,17.695,15.55,38.14,0.706105,0.512281,,0.512281,-13.97314341
994,M2/33-3a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,52.77,744.2,,,,,,,,,,,,8.41,1.84,,,,,,,,,,,,,,2.79,,0.22,,,,,,,,,,,,,,17.299,15.511,37.514,0.705653,0.512353,,0.512353,-12.56962867
995,M1/33-3a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,3.66,145.9,,,,,,,,,,,,2.23,0.83,,,,,,,,,,,,,,0.2,,0.05,,,,,,,,,,,,,,17.832,15.602,38.127,0.704396,0.51269,,0.51269,-6.000399967
996,M1/33-4b,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,9.57,221.6,,,,,,,,,,,,7.5,2.53,,,,,,,,,,,,,,0.72,,0.24,,,,,,,,,,,,,,17.856,15.569,38.083,0.70432,0.512751,,0.512751,-4.811311092
997,M2/29-3b,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,6.75,227.6,,,,,,,,,,,,4.64,1.59,,,,,,,,,,,,,,0.36,,0.09,,,,,,,,,,,,,,18.089,15.582,38.097,0.704469,0.512715,,0.512715,-5.513068461
998,M2/29-7a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,4.33,201.7,,,,,,,,,,,,2.63,1.16,,,,,,,,,,,,,,0.55,,0.17,,,,,,,,,,,,,,18.174,15.579,38.248,0.703688,0.512752,,0.512752,-4.791817831
999,M2/30-2a,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,9.51,218.1,,,,,,,,,,,,4.07,1.66,,,,,,,,,,,,,,0.27,,0.11,,,,,,,,,,,,,,18.118,15.577,38.165,0.703678,0.512817,,0.512817,-3.524755915
1000,M2/30-7b,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,9.43,189.8,,,,,,,,,,,,4.78,1.37,,,,,,,,,,,,,,0.45,,0.16,,,,,,,,,,,,,,18.056,15.529,37.925,0.703781,0.512605,,0.512605,-7.657327089
1001,M2/30-9b,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,8.15,210.6,,,,,,,,,,,,4.86,2.02,,,,,,,,,,,,,,0.62,,0.15,,,,,,,,,,,,,,18.07,15.516,37.81,0.703995,0.512624,,0.512624,-7.286955144
1002,M2/30-12ab,Crozet,,Crozet,,-46.22,51.234678,80,80,,,,,,,,,,,,,,,,,,,,,,,,10.59,247.3,,,,,,,,,,,,4.52,1.56,,,,,,,,,,,,,,0.41,,0.13,,,,,,,,,,,,,,17.805,15.53,37.919,0.703926,0.512703,,0.512703,-5.746987584
1003,ODP0115-0706B-007X-0CC/056-059,Reunion,,Reunion,,-13.11,61.371,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512918,,0.70374,,,,,,,,,,18.799,15.598,38.934,,,,0.512875,-3.809210429
1004,ODP0115-0706C-005R-002/051-054,Reunion,,Reunion,,-13.11,61.371,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512927,,0.70379,,,,,,,,,,18.778,15.6,38.938,,,,0.512885,-3.614305417
1005,ODP0115-0706C-009R-001/021-024,Reunion,,Reunion,,-13.11,61.371,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512973,,0.70356,,,,,,,,,,18.671,15.587,38.817,,,,0.512931,-2.717742363
1006,ODP0115-0707C-023R-001/024-025,Reunion,,Reunion,,-7.55,59.0168,64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512988,,0.70343,,,,,,,,,,18.592,15.567,38.646,,,,0.512906,-2.356019017
1007,ODP0115-0707C-026R-001/011-015,Reunion,,Reunion,,-7.55,59.0168,64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513016,,0.7034,,,,,,,,,,18.779,15.583,38.709,,,,0.512933,-1.829730794
1008,ODP0115-0707C-027R-006/012-013,Reunion,,Reunion,,-7.55,59.0168,64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513013,,0.7034,,,,,,,,,,,,,,,,0.512931,-1.868715107
1009,ODP0115-0713A-013R-001/022-027,Reunion,,Reunion,,-4.19,73.3942,49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512974,,0.70368,,,,,,,,,,,,,,,,0.512911,-2.541590817
1010,ODP0115-0713A-019R-002/002-004,Reunion,,Reunion,,-4.19,73.3942,49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512965,,0.70383,,,,,,,,,,18.62,15.565,38.64,,,,0.512902,-2.717015258
1011,ODP0115-0713A-021R-001/002-005,Reunion,,Reunion,,-4.19,73.3942,49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512975,,0.70376,,,,,,,,,,18.596,15.572,38.649,,,,0.512912,-2.522099212
1012,ODP0115-0715A-026R-001/057-060,Reunion,,Reunion,,5.08,73.8313,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512988,,0.70351,,,,,,,,,,18.534,15.547,38.552,,,,0.512915,-2.180589609
1013,ODP0115-0715A-030R-005/132-135,Reunion,,Reunion,,5.08,73.8313,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512989,,0.70357,,,,,,,,,,,,,,,,0.512916,-2.161097453
1014,TEXACO-SM-1-10190,Reunion,,Reunion,,-10.08,61.6,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512935,,0.70436,,,,,,,,,,18.766,15.594,38.792,,,,0.512877,-3.204305373
1015,TEXACO-SM-1-10610,Reunion,,Reunion,,-10.08,61.6,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512936,,0.70435,,,,,,,,,,18.732,15.577,38.775,,,,0.512878,-3.184813769
1016,s_A1 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512813,,,,,,,,,,,,,,,,,,0.512813,-5.866142806
1017,s_A2 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51286,,,,,,,,,,,,,,,,,,0.51286,-4.950167019
1018,s_AMS3 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,0.62,,0.2,,,,,,,209,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512834,,,,,,,,,,,,,,,,,,0.512834,-5.456877029
1019,s_AMS4 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,0.61,,0.23,,,,,,,212,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512838,,,,,,,,,,,,,,,,,,0.512838,-5.378921643
1020,s_AMS6 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,0.65,,0.25,,,,,,,272,,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512868,,,,,,,,,,,,,,,,,,0.512868,-4.794256247
1021,s_NA15 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,0.6,,0.23,,,,,,,203,,,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512834,,,,,,,,,,,,,,,,,,0.512834,-5.456877029
1022,s_NA27 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,0.63,,0.28,,,,,,,301,,,,,,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512846,,,,,,,,,,,,,,,,,,0.512846,-5.223010871
1023,s_NA23 [6897],Amsterdam-Island,,Amsterdam,,-37.83,77.55,0,0,,,,,,,,0.84,,0.39,,,,,,,358,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512831,,,,,,,,,,,,,,,,,,0.512831,-5.515343569
1024,s_A-17308 [1392],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.96,14.03,,,,,,,,,,,,,,,,1.53,,0.51305,,,,,,,,,,,,,,,,,,0.51305,-1.247286178
1025,s_AS1 [1195],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,,,,,,,,,,,,,,,,,,0.513,-2.221728505
1026,s_AS10 [1197],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,40.7,8.9,,,,,,,,,,,,,,,,0.901,,0.513003,,,,,,,,,,,,,,,,,,0.513003,-2.163261965
1027,s_AS3 [1197],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,37.9,8.77,,,,,,,,,,,,,,,,0.758,,0.513033,,,,,,,,,,,,,,,,,,0.513033,-1.578596569
1028,s_AS5 [1197],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,56.9,12.8,,,,,,,,,,,,,,,,1.21,,0.513058,,,,,,,,,,,,,,,,,,0.513058,-1.091375406
1029,s_AI-41 [831],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513008,,,,,,,,,,,,,,,,,,0.513008,-2.065817733
1030,s_AI-175 [831],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513026,,,,,,,,,,,,,,,,,,0.513026,-1.715018495
1031,s_AI-67 [831],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512999,,,,,,,,,,,,,,,,,,0.512999,-2.241217351
1032,s_AI-103 [831],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513055,,,,,,,,,,,,,,,,,,0.513055,-1.149841945
1033,s_AI-121 [831],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513025,,,,,,,,,,,,,,,,,,0.513025,-1.734507341
1034,s_AI-44 [831],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513027,,,,,,,,,,,,,,,,,,0.513027,-1.695529648
1035,s_H81L [834],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,1.36,,0.43,,,,,,,,,,,,,,,,36,,,,,,,,,,,37.3,7.8,,,,,,,,,,,,,,,,,,0.51306,,,,,,,,,,,,,,,,,,0.51306,-1.052397713
1036,s_AI-111 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,4.46,,0.34,,,,,,,19,,,,,,,,,45,,,,,,,,,,,37.2,8.1,,,,,,,,,,,,,,,,,,0.513046,,,,,,,,,,,,,,,,,,0.513046,-1.325241564
1037,s_AI-109 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,5,,0.99,,,,,,,6,,,,,,,,,56,,,,,,,,,,,46.7,10.2,,,,,,,,,,,,,,,,,,0.513007,,,,,,,,,,,,,,,,,,0.513007,-2.085306579
1038,s_AI-79 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,4.67,,0.08,,,,,,,3,,,,,,,,,79,,,,,,,,,,,68.9,13.9,,,,,,,,,,,,,,,,,,0.513024,,,,,,,,,,,,,,,,,,0.513024,-1.753996188
1039,s_AI-96 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,4.52,,0.06,,,,,,,5,,,,,,,,,85,,,,,,,,,,,68.6,15.6,,,,,,,,,,,,,,,,,,0.513026,,,,,,,,,,,,,,,,,,0.513026,-1.715018495
1040,s_AI-91 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,5.1,,0.05,,,,,,,4,,,,,,,,,84,,,,,,,,,,,63,12.9,,,,,,,,,,,,,,,,,,0.512992,,,,,,,,,,,,,,,,,,0.512992,-2.377639277
1041,s_AI-177 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,4.65,,0.03,,,,,,,5,,,,,,,,,137,,,,,,,,,,,81,19.1,,,,,,,,,,,,,,,,,,0.513026,,,,,,,,,,,,,,,,,,0.513026,-1.715018495
1042,s_AI-120 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,4.2,,0.12,,,,,,,5,,,,,,,,,69,,,,,,,,,,,59.8,12.5,,,,,,,,,,,,,,,,,,0.513015,,,,,,,,,,,,,,,,,,0.513015,-1.929395807
1043,s_AI-42 [829],Ascension,,Ascension,,-7.93,-14.37,0,0,,,,,,,,5.66,,0.03,,,,,,,6,,,,,,,,,148,,,,,,,,,,,113,24.2,,,,,,,,,,,,,,,,,,0.512998,,,,,,,,,,,,,,,,,,0.512998,-2.260706198
1044,s_GRZF8 [18928],Azores,,Azores,,39.05,-28.05,1,0,,,,,,,,1.44,,0.64,,,,,,,369,,,,,,,,,35.2,,,,,,,,,,,48.1,10.1,,,,,,,,,,,,,,,,1.38,,0.512922,,,,,,,,,,,,,,,,,,0.512922,-3.741858534
1045,s_GRZF20 [18928],Azores,,Azores,,39.05,-28.05,0.4,0,,,,,,,,5.48,,0.112,,,,,,,1,,,,,,,,,32.4,,,,,,,,,,,95.3,16.3,,,,,,,,,,,,,,,,5.26,,0.512883,,,,,,,,,,,,,,,,,,0.512883,-4.501923549
1046,s_GRZF22 [18928],Azores,,Azores,,39.05,-28.05,0.11,0,,,,,,,,1.09,,0.562,,,,,,,188,,,,,,,,,27.6,,,,,,,,,,,37,7.8,,,,,,,,,,,,,,,,0.94,,0.512945,,,,,,,,,,,,,,,,,,0.512945,-3.293615064
1047,s_GRZF27 [18928],Azores,,Azores,,39.05,-28.05,0.11,0,,,,,,,,0.64,,0.437,,,,,,,317,,,,,,,,,25.2,,,,,,,,,,,32.2,7.1,,,,,,,,,,,,,,,,0.64,,0.512944,,,,,,,,,,,,,,,,,,0.512944,-3.313103911
1048,s_GRZF3 [18928],Azores,,Azores,,39.05,-28.05,0.11,0,,,,,,,,1.33,,0.66,,,,,,,261,,,,,,,,,25.8,,,,,,,,,,,36.5,7.7,,,,,,,,,,,,,,,,1.26,,0.512954,,,,,,,,,,,,,,,,,,0.512954,-3.118215445
1049,s_GRZF1 [18928],Azores,,Azores,,39.05,-28.05,0.11,0,,,,,,,,1.61,,0.55,,,,,,,253,,,,,,,,,28.9,,,,,,,,,,,38.8,8.3,,,,,,,,,,,,,,,,1.08,,0.5129262,,,,,,,,,,,,,,,,,,0.512926,-3.663903148
1050,s_F/CA-6 [696] / s_F/CA 6 [23491],Azores,,Azores,,38.55,-28.73,0,0,,,,,,,,1.01,,0.39,,,,,,,252,,,,,,,,,23,,,,,,,,,,,28.4,6,,,,,,,,,,,,,,,,0.755,,0.51293,,,,,,,,,,,,,,,,,,0.51293,-3.585947762
1051,s_F/CP-18 [696],Azores,,Azores,,38.55,-28.73,0,0,,,,,,,,1.55,,0.5,,,,,,,235,,,,,,,,,26,,,,,,,,,,,36.9,7.15,,,,,,,,,,,,,,,,1.05,,0.51287,,,,,,,,,,,,,,,,,,0.51287,-4.755278554
1052,s_F/FG-28 [696],Azores,,Azores,,38.55,-28.73,0,0,,,,,,,,1.55,,0.46,,,,,,,251,,,,,,,,,26,,,,,,,,,,,35.8,7.13,,,,,,,,,,,,,,,,1.144,,0.51284,,,,,,,,,,,,,,,,,,0.51284,-5.33994395
