Unique_ID﻿,SampleID,Location,Reference(s),Plume,Geochemical affinity1,Lat,Lon,Age,Age_rounded,SiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,SO3,L.O.I,SUM(volatile free),Unnamed: 21,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Mo,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U,Unnamed: 62,143Nd/144Nd,2s_Nd,87Sr/86Sr,2s_Sr,206Pb/204Pb,2s_206Pb,207Pb/204Pb,2s_207Pb,208Pb/204Pb,2s_208Pb,176Hf/177Hf,2s_Hf,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,87Sr/86Sr_i,143Nd/144Nd_i,176Hf/177Hf_i,143Nd,Delta_DM
876,V2414/1,Vitoria-Trindade,,Trindade,,-20.54,-35.877212,29.8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,21.14,,,,,,,,,,,,,,,,,,0.51277,,0.70405,,,,,,,,,,,,,,,,0.512748,-6.284504078
877,TRIM-09B1,Vitoria-Trindade,,Trindade,,-20.82,-37.78586,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,8.7,,,,,,,,,,,,,,,,,,0.512635,,0.704031,,,,,,,,,,,,,,,,0.512608,-9.013174243
878,10745,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512837,,0.703766,,19.012,,15.574,,38.924,,,,,,,,,,0.512837,-5.39841049
879,10764,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512784,,0.703896,,19.241,,15.591,,39.239,,,,,,,,,,0.512784,-6.431319356
880,10763,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512774,,0.703898,,19.179,,15.578,,39.14,,,,,,,,,,0.512774,-6.626207821
881,10761,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512752,,0.703828,,19.209,,15.588,,39.199,,,,,,,,,,0.512752,-7.054962445
882,Hit-4,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512787,,0.70386,,19.274,,15.579,,39.221,,,,,,,,,,0.512787,-6.372852816
883,10770,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512762,,0.703961,,19.22,,15.576,,39.172,,,,,,,,,,0.512762,-6.86007398
884,10771,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512777,,0.703861,,19.208,,15.561,,39.116,,,,,,,,,,0.512777,-6.567741282
885,10769,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512799,,0.703915,,19.17,,15.578,,39.165,,,,,,,,,,0.512799,-6.138986658
886,10759,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512815,,0.703837,,19.228,,15.584,,39.203,,,,,,,,,,0.512815,-5.827165113
887,TD3,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512762,,0.703611,,19.047,,15.564,,38.816,,,,,,,,,,0.512762,-6.86007398
888,TD4,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512772,,0.703804,,19.143,,15.535,,39.023,,,,,,,,,,0.512772,-6.665185514
889,TD5,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512799,,0.703837,,19.152,,15.523,,39.02,,,,,,,,,,0.512799,-6.138986658
890,TR-80,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51279,,0.70374,,,,,,,,,,,,,,,,0.51279,-6.314386277
891,TR-93,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512869,,0.70372,,,,,,,,,,,,,,,,0.512869,-4.774767401
892,TR-98,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512826,,0.70364,,,,,,,,,,,,,,,,0.512826,-5.612787802
893,EMB-02A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512768,,0.704072,,,,,,,,,,,,,,,,0.512768,-6.7431409
894,EMB-04A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512762,,0.704251,,,,,,,,,,,,,,,,0.512762,-6.86007398
895,EMB-06A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51277,,0.703795,,,,,,,,,,,,,,,,0.51277,-6.704163207
896,EMB-09A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512792,,0.703693,,,,,,,,,,,,,,,,0.512792,-6.275408584
897,EMB-11A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512842,,0.704182,,,,,,,,,,,,,,,,0.512842,-5.300966257
898,EMB-14A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512754,,0.703918,,,,,,,,,,,,,,,,0.512754,-7.015984752
899,EMB-15A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512759,,0.703761,,,,,,,,,,,,,,,,0.512759,-6.918540519
900,EMB-16A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512764,,0.704209,,,,,,,,,,,,,,,,0.512764,-6.821096287
901,EMB-19A,Vitoria-Trindade,,Trindade,,-20.5,-29.326443,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51277,,0.703826,,,,,,,,,,,,,,,,0.51277,-6.704163207
902,MV2,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512879,,0.70364,,,,,,,,,,,,,,,,0.512879,-4.579878935
903,10774,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512788,,0.703907,,19.276,,15.596,,39.252,,,,,,,,,,0.512788,-6.35336397
904,10773,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512785,,0.704207,,19.325,,15.599,,39.34,,,,,,,,,,0.512785,-6.411830509
905,MVA-01,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512773,,0.70369,,,,,,,,,,,,,,,,0.512773,-6.645696668
906,MVA-05A,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512788,,0.703871,,,,,,,,,,,,,,,,0.512788,-6.35336397
907,MVA-10,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512784,,0.703946,,,,,,,,,,,,,,,,0.512784,-6.431319356
908,MVA-12,Vitoria-Trindade,,Trindade,,-20.49,-28.846419,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512627,,0.703774,,,,,,,,,,,,,,,,0.512627,-9.491068262
909,V2410/5,Vitoria-Trindade,,Trindade,,-34.19,-21.009957,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.21,17.44,,,,,,,,,,,,,,,,,,0.51284,,0.70374,,19.4988,,15.6163,,39.5113,,,,,,,,,,0.512824,-5.086106999
910,V2410/12,Vitoria-Trindade,,Trindade,,-34.19,-21.009957,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.68,8.49,,,,,,,,,,,,,,,,,,0.51275,,0.70391,,19.2585,,15.6027,,39.4169,,,,,,,,,,0.512733,-6.859692409
911,V2802/1,Bahia Seamounts,,Unknown,,-29.65,-13.806148,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.61,6.28,,,,,,,,,,,,,,,,,,0.51289,,0.70687,,19.7691,,15.6535,,38.7165,,,,,,,,,,0.512819,-3.768820279
912,V2804/1,Bahia Seamounts,,Unknown,,-30.74,-13.261406,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.22,23.87,,,,,,,,,,,,,,,,,,0.51298,,0.70371,,18.0448,,15.6029,,38.0164,,,,,,,,,,0.512914,-1.91701299
913,V2805/11,Bahia Seamounts,,Unknown,,-31.86,-12.56536,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06,9.14,,,,,,,,,,,,,,,,,,0.51296,,0.70455,,20.5782,,15.7333,,39.7436,,,,,,,,,,0.512892,-2.345852573
914,V2807/1,Bahia Seamounts,,Unknown,,-31.99,-12.157559,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.33,11.25,,,,,,,,,,,,,,,,,,0.51297,,0.70486,,20.3221,,15.7275,,39.4957,,,,,,,,,,0.512906,-2.072954657
915,V2813/10,Bahia Seamounts,,Unknown,,-32.99,-12.195146,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.89,11.31,,,,,,,,,,,,,,,,,,0.51289,,0.70415,,18.6507,,15.5554,,38.3194,,,,,,,,,,0.512817,-3.807805696
916,MSM19/3 DR45-1,Discovery,,Discovery,,-42.86,0.582,33.71,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512478698,,0.705612717,,18.17695464,,15.58057463,,38.82232789,,0.28269125,,18.12076615,15.57795087,38.66418516,0.705437858,0.512459192,0.282688738,0.512459,-11.91725892
917,MSM19/3 DR49-2,Discovery,,Discovery,,-43.37,-2.575,22.86,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512435043,,0.705705776,,18.28200746,,15.62722089,,38.76076422,,0.28263955,,18.22143509,15.62440512,38.68148406,0.705781288,0.512415955,0.282636468,0.512416,-13.03800642
918,MSM19/3 DR49-5,Discovery,,Discovery,,-43.37,-2.575,22.86,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512439385,,0.705782609,,18.27422763,,15.62525636,,38.74911026,,,,18.22291566,15.62287097,38.66886637,0.705774693,0.512420013,,0.51242,-12.96004662
919,MSM19/3 DR51-1,Discovery,,Discovery,,-42.68,-1.426,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512630909,,0.705186099,,18.08833694,,15.57418617,,38.37059454,,,,17.99013601,15.56961511,38.28659415,0.705227175,0.512607171,,0.512607,-9.032664744
920,MSM19/3 DR51-2,Discovery,,Discovery,,-42.68,-1.426,26.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512630813,,0.705172784,,18.09692164,,15.56862129,,38.33562558,,0.28283865,,17.94006453,15.56131991,38.25523776,0.705503004,0.512606961,0.282833885,0.512607,-9.032664744
921,MSM19/3 DR56-1,Discovery,,Discovery,,-41.71,2.084,39.6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512500633,,0.70494167,,18.16086991,,15.55569702,,38.67207926,,0.28273845,,18.06314827,15.55112256,38.53411927,0.704863391,0.512468464,0.282733065,0.512468,-11.45912528
922,MSM19/3 DR46-1,Discovery,,Discovery,,-43.54,-1.047,28.88,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512207388,,0.706682429,,17.95055532,,15.63322947,,38.65904361,,0.28246885,,17.88419927,15.63013714,38.60269781,0.706682312,0.512185064,0.282459447,0.512185,-17.25765624
923,MSM19/3 DR46-5,Discovery,,Discovery,,-43.54,-1.047,28.53,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512285863,,0.706495612,,18.01461582,,15.62946104,,38.64148,,,,17.94377076,15.62616,38.59357371,0.706492428,0.512263708,,0.512264,-15.71790665
924,MSM19/3 DR52-1,Discovery,,Discovery,,-42.38,0.943,35.35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512231143,,0.707290723,,18.04601137,,15.66022222,,38.6908639,,0.28243325,,17.95844496,15.65613041,38.6143836,0.70727601,0.512201154,0.282428346,0.512201,-16.66323639
925,MSM19/3 DR53-1A,Discovery,,Discovery,,-42.53,1.766,38.33,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512299733,,0.706362255,,17.8336679,,15.58421702,,38.51146901,,0.28251715,,17.77260981,15.58136034,38.40634295,0.70633257,0.512272298,0.282513711,0.512272,-15.27937164
926,MSM19/3 DR54-1,Discovery,,Discovery,,-42.2,2.369,37.39,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512338203,,0.706450604,,17.98923854,,15.59750145,,38.56517226,,0.28253655,,17.88864138,15.59279674,38.50001243,0.70643474,0.512310925,0.282527287,0.512311,-14.51922058
927,MSM19/3 DR3-3,Shona-Meteor,,Shona-Meteor,,-40.26,14.4,82.6,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512526,,0.704857,,18.4071,,15.6121,,38.8466,,,,18.12,15.6,38.62,0.70483,0.51245,,0.51245,-10.67878243
928,MSM19/3 DR7-1,Shona-Meteor,,Shona-Meteor,,-40.76,14.7,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512593,,0.704456,,,,,,,,,,,,,0.70439,0.51252,,0.51252,-9.314254211
929,MSM19/3 DR7-2,Shona-Meteor,,Shona-Meteor,,-40.76,14.7,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512546,,0.704803,,18.6255,,15.6298,,39.0763,,,,18.5,15.62,38.88,0.70479,0.51247,,0.51247,-10.28891722
930,MSM19/3 DR8-1,Shona-Meteor,,Shona-Meteor,,-40.81,14.71,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512479,,0.705685,,18.5551,,15.6351,,38.9397,,0.282632,,18.37,15.63,38.76,0.70559,0.5124,0.282615,0.5124,-11.65344544
931,MSM19/3 DR12-1,Shona-Meteor,,Shona-Meteor,,-41.23,13.69,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512536,,0.704754,,18.2928,,15.5916,,38.7762,,0.28276,,18.03,15.58,38.54,0.70472,0.51246,0.282743,0.51246,-10.48384983
932,MSM19/3 DR13-3,Shona-Meteor,,Shona-Meteor,,-41.23,13.7,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512485,,0.705166,,18.2402,,15.6045,,38.714,,,,18.04,15.59,38.47,0.70516,0.51242,,0.51242,-11.26358024
933,MSM19/3 DR14-2,Shona-Meteor,,Shona-Meteor,,-41.68,12.53,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51257,,0.70468,,18.5021,,15.6256,,39.1357,,0.282729,,18.23,15.61,38.76,0.7046,0.5125,0.282713,0.5125,-9.704119416
934,MSM19/3 DR18-1,Shona-Meteor,,Shona-Meteor,,-41.96,11.73,81.7,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512481,,0.705632,,18.4004,,15.6164,,38.9945,,,,18.2,15.61,38.69,0.70521,0.51241,,0.51241,-11.45851284
935,MSM19/3 DR18-10,Shona-Meteor,,Shona-Meteor,,-41.96,11.73,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512765,,0.703134,,18.2953,,15.5828,,38.6593,,0.28311,,17.92,15.56,38.47,0.70358,0.51266,0.283065,0.51266,-6.585197775
936,MSM19/3 DR19-1,Shona-Meteor,,Shona-Meteor,,-42.36,11.37,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512937,,0.70324,,18.0842,,15.5303,,38.0165,,0.283068,,18,15.53,37.92,0.7032,0.51285,0.283027,0.51285,-2.881478326
937,MSM19/3 DR29-1,Shona-Meteor,,Shona-Meteor,,-42.49,8.86,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,,0.704471,,18.4527,,15.5704,,38.3998,,0.283074,,18.15,15.56,38.04,0.70441,0.51276,0.283025,0.51276,-4.635871749
938,MSM19/3 DR29-1†,Shona-Meteor,,Shona-Meteor,,-42.49,8.86,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512844,,0.704487,,18.5239,,15.5755,,38.4445,,,,18.22,15.56,38.08,0.70443,0.51275,,0.51275,-4.830804352
939,MSM19/3 DR29-11,Shona-Meteor,,Shona-Meteor,,-42.77,8.69,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512892,,0.704312,,18.1911,,15.5536,,38.1735,,,,18.03,15.55,38.01,0.70423,0.51279,,0.51279,-4.051073942
940,MSM19/3 DR30-1,Shona-Meteor,,Shona-Meteor,,-43.29,8.35,81,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512815,,0.703569,,18.3702,,15.5682,,38.5622,,0.28294,,18.14,15.56,38.37,0.70355,0.51273,0.282916,0.51273,-5.220669557
941,MSM19/3 DR35-1,Shona-Meteor,,Shona-Meteor,,-43.29,8.35,72.2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512683,,0.70458,,18.5144,,15.6148,,38.7415,,0.282887,,18.35,15.61,38.56,0.70455,0.51261,0.282864,0.51261,-7.842796315
942,MSM19/3 DR35-1†,Shona-Meteor,,Shona-Meteor,,-44.06,5.95,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512687,,0.704582,,18.5128,,15.6155,,38.7336,,,,18.35,15.61,38.55,0.70455,0.51262,,0.51262,-7.364928185
943,MSM19/3 DR35-16,Shona-Meteor,,Shona-Meteor,,-44.36,4.99,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512759,,0.703954,,18.9682,,15.6313,,38.9981,,,,18.69,15.62,38.6,0.70378,0.51268,,0.51268,-6.19533257
944,MSM19/3 DR38-1,Shona-Meteor,,Shona-Meteor,,-44.36,4.99,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,,0.703593,,17.9523,,15.5052,,37.9055,,0.283151,,17.78,15.5,37.76,0.70347,0.5129,0.283115,0.5129,-1.906815314
945,MSM19/3 DR39-2,Shona-Meteor,,Shona-Meteor,,-44.36,4.99,75.1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512788,,0.704244,,18.3766,,15.5663,,38.5322,,0.282984,,18.17,15.56,38.23,0.7038,0.51271,0.282955,0.51271,-5.610534762
946,"MSM19/3 DR40-1
",Shona-Meteor,,Shona-Meteor,,-45.07,4.8,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512873,,0.703319,,18.6082,,15.5779,,38.6411,,0.283012,,18.2,15.56,38.33,0.70341,0.51279,0.282978,0.51279,-4.051073942
947,MSM19/3 DR42-1,Shona-Meteor,,Shona-Meteor,,-45.45,5.08,73.9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51251,,0.70557,,18.4328,,15.6324,,38.89,,,,18.19,15.62,38.66,0.70549,0.51245,,0.51245,-10.96162964
948,MSM19/3 DR42-3,Shona-Meteor,,Shona-Meteor,,-45.45,5.08,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512983,,0.70294,,18.9531,,15.5983,,38.5261,,0.28299,,18.6,15.58,38.27,0.70291,0.51292,0.282979,0.51292,-1.516950109
949,703A-40X-3,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512535,,0.705544,,18.4181,,15.6192,,38.7115,,0.282721,,18.09,15.6,38.46,0.70536,0.51249,0.282714,0.51249,-10.46475609
950,703A-40X-2,Shona-Meteor,,Shona-Meteor,,-47.05,7.8947,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512526,,,,18.305,,15.614,,38.9473,,0.282692,,18.19,15.61,38.23,,0.51248,0.282684,0.51248,-10.65967765
951,701C-52W-CC-1,Shona-Meteor,,Shona-Meteor,,-51.98,-23.2117,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5129,,0.703878,,,,,,,,0.283023,,,,,0.70381,0.51283,0.282993,0.51283,-4.12041079
952,701C-52W-CC-2,Shona-Meteor,,Shona-Meteor,,-51.98,-23.2117,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512926,,0.704007,,,,,,,,0.283004,,,,,0.70393,0.51285,0.282974,0.51285,-3.730578697
953,698A-24R-2,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512792,,0.705035,,18.6999,,15.6482,,38.9049,,0.282915,,18.45,15.64,38.63,0.70403,0.51272,0.2829,0.51272,-5.41560216
954,698A-25R-3,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512816,,0.703928,,18.7753,,15.6209,,38.8901,,0.282908,,18.37,15.6,38.45,0.70374,0.51274,0.28289,0.51274,-5.025736954
955,698A-26R-1,Shona-Meteor,,Shona-Meteor,,-51.46,-33.0993,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512539,,0.705033,,18.7197,,15.6492,,38.7255,,0.282741,,18.66,15.65,38.63,0.70213,0.51248,0.282722,0.51248,-10.09398462
956,699A-37X-1,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512686,,0.706827,,18.7338,,15.6364,,38.6298,,0.282953,,18.54,15.63,38.38,0.70646,0.5126,0.282925,0.5126,-7.188829782
957,699A-41X-1-1,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512179,,0.717539,,19.2571,,15.6912,,39.1758,,0.282372,,18.98,15.68,38.88,0.71451,0.5121,0.282361,0.5121,-16.93601196
958,699A-41X-1-2,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512394,,0.718977,,18.814,,15.6548,,38.7717,,0.282699,,18.66,15.65,38.53,0.71211,0.51232,0.282675,0.51232,-12.6472518
959,699A-42X-1-2,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512285,,0.725243,,18.9673,,15.6669,,38.9005,,0.282439,,18.8,15.66,38.65,0.71801,0.5122,0.282426,0.5122,-14.98657553
960,699A-42X-1-3,Shona-Meteor,,Shona-Meteor,,-51.54,-30.677,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512217,,,,19.0746,,15.6742,,38.9438,,0.282474,,18.75,15.66,38.39,,0.51214,0.282453,0.51214,-16.15623739
