SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0004238,Menari,Menari,Mine,Openpit,Operating,J01644,Lucky Bay Garnet,114.183054999999996,-28.029380000000000,223043,6896342,50,Grt HM Leu Ilm Zrn Rt,Industrial mineral,HEAVY MINERAL SANDS,Menari,Y,"Grt, HM, Leu, Ilm, Zrn, Rt",Y,,Operating Mine,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20250611
S0004242,L'Haridon Bight North,L'Haridon Bight North,Mine,Openpit,Operating,J01645,L'Haridon Bight,113.850247999999993,-26.115361000000000,785040,7108418,49,Lsd Shell Lst Lst-Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20250611
S0004261,Extension Hill Hem,Extension Hill Hematite,Mine,Openpit,Operating,J00596,Mt Gibson Iron,117.161102000000000,-29.575859000000001,515603,6728200,50,Fe,Iron,IRON ORE,,N,,,,,Public,2338,MOUNT GIBSON,SH50-07,NINGHAN,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20250611
S0004288,Beta Hunt,Beta Hunt Underground Nickel,Mine,Decline,Operating,J02719,Kambalda Nickel / RNC,121.689960999999997,-31.242553999999998,375248,6542777,51,Ni Cu,Steel alloy metal,NICKEL,Beta Hunt,Y,"Ni, Cu",Y,,Operating Mine,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20250611
S0004294,Ubini E,Ubini East / Shire,Mine,Openpit,Operating,J02568,Ubini East Sand / Shire of Coolgardie,120.975915000000001,-30.977442000000000,306704,6571140,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3036,DUNNSVILLE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20250611
S0004316,Mindijup/TT Sand,Mindijup / TT Sand,Mine,Openpit,Operating,J01658,Mindijup / TT Sand,118.076785999999998,-34.768864999999998,598536,6152060,50,Sisd,Industrial mineral,SILICA - SILICA SAND,Mindijup,Y,Sisd,Y,,Operating Mine,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0004356,Ben Hur Central,Ben Hur Central,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.367203000000003,-28.167249999999999,437877,6884108,51,Au Ag,Precious metal,GOLD,Ben Hur,N,,Y,,Operating Mine,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20250611
S0004360,Blue Peter Pit 3,Blue Peter,Mine,Unspecified,Operating,J00240,Mt Celia - Kangaroo Bore,122.498158000000004,-29.459823000000000,451338,6740963,51,Au Ag,Precious metal,GOLD,Blue Peter,N,,Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20250611
S0004398,Blue Bar,Blue Bar,Mine,Openpit,Operating,J01290,Blue Bar,119.704200999999998,-21.399010000000001,780368,7631277,50,Au,Precious metal,GOLD,Blue Bar,N,,Y,,Operating Mine,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Marble Bar Sub-basin,20250611
S0004457,Admiral,Admiral - Admiral South and West Open Pit,Mine,Openpit,Operating,J02010,Ulysses Gold,121.366710999999995,-29.198585000000001,341211,6768908,51,Au Ag,Precious metal,GOLD,Admiral,N,,Y,,Operating Mine,Public,3139,MELITA,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",40,NIAGARA,Eastern Goldfields Superterrane,20250611
S0004462,Cobra,Cobra - Marda,Mine,Openpit,Operating,J02854,Marda / Southern Cross,119.247803000000005,-30.193420000000000,716401,6657646,50,Au Ag,Precious metal,GOLD,Cobra,N,,Y,,Operating Mine,Public,2737,JACKSON,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20250611
S0004494,Halls Creek North/Guerinoni,Halls Creek North / Guerinoni,Mine,Openpit,Operating,J01700,Halls Creek North / Guerinoni,127.685957999999999,-18.184826000000001,361028,7988868,52,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4461,HALLS CREEK,SE52-10,GORDON DOWNS,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20250611
S0004504,Cleo - Sunrise,Cleo - Sunrise,Mine,Openpit,Operating,J01703,Sunrise Dam,122.419403000000003,-29.079478999999999,443493,6783070,51,Au Ag,Precious metal,GOLD,Cleo - Sunrise,N,,N,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20250611
S0004524,Shark Bay Rock 1,Shark Bay Rock 1,Mine,Openpit,Operating,J01707,GBRM / Shire of Shark Bay,113.659508000000002,-26.113468999999998,765960,7109032,49,Aggc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20250611
S0004579,Big Mack,Big Mack,Mine,Openpit,Operating,J00725,Woodie Woodie (Mining Corridor) / ConsMin,121.227063999999999,-21.602882999999999,316469,7610082,51,Mn,Steel alloy metal,MANGANESE ORE,Big Mack,N,,N,,Operating Mine,Public,3154,PEARANA,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20250611
S0004623,Turner River M45/707,Turner River M45/707 / Heidelberg,Mine,Openpit,Operating,J01724,Turner River / Heidelberg Materials,118.518557999999999,-20.608404000000000,658244,7720452,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Mallina Basin,20250611
S0004627,Apache,Apache,Mine,Openpit,Under Development,J00019,Binduli,121.409698000000006,-30.825821000000001,347896,6588619,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20250611
S0004631,Vettersberg Sand Hill,Vettersberg Sand Hill,Mine,Openpit,Operating,J01727,Vettersberg Sand Hill,121.225870999999998,-30.282620999999999,329363,6648565,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Eastern Goldfields Superterrane,20250611
S0004708,Flynn Drive/Lmst Bld Block,Flynn Drive Neerabup / Limestone Building Block,Mine,Openpit,Operating,J01743,Flynn Drive Neerabup / Limestone Bld Block,115.771202000000002,-31.687071000000000,383536,6493593,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004739,Geraldton-Mount Magnet Rd Lot 20 / Kimberley Quarry,Geraldton-Mount Magnet Rd East Chapman Lot 20 / Kimberley Quarry,Mine,Openpit,Operating,J01745,Chapman Valley - Beatenally Hill,114.791922000000000,-28.690719000000001,284267,6824283,50,Agg Aggm,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0004765,Merredin/Holcim,Merredin / Holcim,Mine,Openpit,Operating,J01762,Merredin / Holcim,118.302002000000002,-31.445709000000001,623720,6520267,50,Agg Gvl Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2535,MERREDIN,SH50-15,KELLERBERRIN,"MERREDIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0004771,Sandy Hill/Holcim,Sandy Hill / Holcim,Mine,Openpit,Operating,J04450,Turner River Dune Sand / Holcim,118.473894999999999,-20.450547000000000,653747,7737969,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2557,THOUIN,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20250611
S0004775,Turner River / Boral,Turner River / Boral,Mine,Openpit,Operating,J01764,Turner River East Sand / Boral,118.479462999999996,-20.451105999999999,654327,7737902,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2557,THOUIN,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20250611
S0004779,Tabba Tabba/Boral,Tabba Tabba / Boral,Mine,Openpit,Operating,J01415,Pilbara Area / Boral,118.992847999999995,-20.368400999999999,708005,7746491,50,Agg Aggc Brck Gran Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20250611
S0004780,Wickham Sand/RWAC,Wickham Sand / RWAC,Mine,Openpit,Operating,J01769,Wickham Sand / RWAC,117.146714000000003,-20.648719000000000,515283,7716722,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20250611
S0004791,Darlot UG,Darlot Underground,Mine,Decline,Operating,J00082,Darlot,121.268897999999993,-27.887529000000001,329603,6914052,51,Au Ag,Precious metal,GOLD,Darlot,N,,Y,,Operating Mine,Public,3142,DARLOT,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20250611
S0004793,Wattleup South / Italia,Wattleup - Moylan Road Southern Extension / Italia and Cockburn,Mine,Openpit,Operating,J00848,Coogee / Cockburn,115.804174000000003,-32.181505000000001,387267,6438819,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004796,Maralla Rd Silica,Maralla Road Silica Sand,Mine,Openpit,Operating,J03812,Maralla Road Silica Sand,115.970415000000003,-31.738809000000000,402473,6488054,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,Maralla,Y,"Sisd, Sd",Y,,Operating Mine,Public,2034,PERTH,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004798,Gibbs Rd Lot 12 / Meteor Stone,Gibbs Rd Nowergup Lot 12 Pit 4-5 / Meteor Stone,Mine,Openpit,Operating,J02386,Wesco Rd - Nowergup (EIL) / Meteor Stone,115.749593000000004,-31.631634999999999,381418,6499715,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004813,Kiln Rd Cardup Lot 50-101 / Austral,Kiln Rd Cardup Lot 50-101 / Austral Bricks,Mine,Openpit,Operating,J01794,Cardup - Keysbrook - Toodyay / Austral Bricks,116.018406999999996,-32.240350999999997,407524,6432500,50,Shale,Construction material,CLAYS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Cardup Basin,20250611
S0004815,King Rd Lot 422 / CIM,King Rd Oldbury Lot 422 / Cook Industrial Minerals,Mine,Openpit,Operating,J01796,Peel Estate / Cook Industrial Minerals,115.912599999999998,-32.246200000000002,397562,6431756,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004820,Walyunga Rd Lot 5 Stages 1-2 / Stargaze,Walyunga Rd Bullsbrook Lot 5 Stages 1-2 / Stargaze,Mine,Openpit,Operating,J01801,Upper Swan - Walyunga / Stargaze,116.038364999999999,-31.730207000000000,408902,6489066,50,Sd Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20250611
S0004836,Millar Rd Lot 2170 Limestone Pit / WA Lst,Millar Rd Lot 2170 Baldivis Limestone Pit / WA Limestone,Mine,Openpit,Operating,J01814,Baldivis - Millar Rd / WA Limestone,115.821417999999994,-32.288511999999997,389023,6426974,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004837,Kerosene Lane Lot 800/WA Lmst,Kerosene Lane Lot 800 Baldivis / WA Limestone,Mine,Openpit,Operating,J01814,Baldivis - Millar Rd / WA Limestone,115.815708999999998,-32.296011999999997,388495,6426137,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004839,Paganoni Rd Lot 500 / Heidelberg,Paganoni Rd Karnup Lot 500 / Heidelberg,Mine,Openpit,Operating,J01816,Paganoni Rd Karnup / Heidelberg Materials,115.788256000000004,-32.430787000000002,386079,6411167,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004840,Postans Rd Lot 571-572 Mathews Quarry,Postans Rd Lot 571-572 Mathews Quarry,Mine,Openpit,Operating,J02266,Postans / Stoneridge,115.806883999999997,-32.187359000000001,387530,6438173,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004841,Postans Rd Lot 501 / Italia Stone,Postans Rd Hope Valley Lot 501 / Italia Stone,Mine,Openpit,Operating,J01512,Wattleup / WA Limestone,115.808824999999999,-32.196147000000003,387724,6437201,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0004877,Santa,Santa,Mine,Decline,Operating,J00251,Randalls - Mt Monger,122.209736000000007,-31.040614999999999,424587,6565628,51,Au Ag,Precious metal,GOLD,Santa,N,,Y,,Operating Mine,Public,3335,MOUNT BELCHES,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20250611
S0004878,Boundary,Boundary - Bulong,Mine,Openpit,Operating,J01837,New Bulong - Boundary - Kal East Gold Project,121.776993000000004,-30.718648999999999,382898,6600939,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20250611
S0004886,Janet Ivy,Janet Ivy,Mine,Openpit,Operating,J00019,Binduli,121.383328000000006,-30.774467000000001,345291,6594275,51,Au Ag,Precious metal,GOLD,Janet Ivy,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20250611
S0004910,Nickol Bay Northwest / Karratha Earthmoving,Nickol Bay Northwest / Karratha Earthmoving,Mine,Openpit,Operating,J01549,Nickol Bay / Karratha Earthmoving,116.898696999999999,-20.726800999999998,489453,7708084,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20250611
S0004924,Karratha Stone/North,Karratha Stone / North,Mine,Openpit,Operating,J01855,Karratha Stone / North,116.942828000000006,-21.071238000000001,494061,7669967,50,Sdst Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2255,PINDERI HILLS,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Northwest Pilbara Sub-basin,20250611
S0004954,Moonbeam,Moonbeam,Mine,Openpit,Operating,J00358,Kundana - White Flag,121.243797000000001,-30.721299999999999,331844,6599968,51,Au Ag,Precious metal,GOLD,Moonbeam,N,,N,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20250611
S0005001,Marillana Ck Central 1,Marillana Creek Central Mesa 1,Mine,Openpit,Operating,J00571,Marillana Creek - Yandi / BHPB,119.065498000000005,-22.718639000000000,712144,7486149,50,Fe,Iron,IRON ORE,Marillana Creek Central Mesa 1,N,,N,,Operating Mine,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20250611
S0005030,Maxwells,Maxwells,Mine,Decline,Operating,J00251,Randalls - Mt Monger,122.198931999999999,-31.081009999999999,423589,6561144,51,Au Ag,Precious metal,GOLD,Maxwells,N,,Y,,Operating Mine,Public,3335,MOUNT BELCHES,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20250611
S0005034,Sparks ,Sparks - Wickepin,Mine,Openpit,Operating,J01890,Wickepin Kaolin,117.728627000000003,-32.829597000000000,568196,6367368,50,Clay-white Kln,Industrial mineral,CLAYS,Sparks,Y,"Clay-white, Kln",Y,,Operating Mine,Public,2432,YEALERING,SI50-03,CORRIGIN,"WICKEPIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0005036,Cawse Sand-Gravel,Cawse Sand-Gravel,Mine,Openpit,Operating,J01891,Cawse / Scorpion,121.230558000000002,-30.422785999999999,330056,6633035,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20250611
S0005037,Pellew Rd Lots 947-950 Carbarup / Hanson,Pellew Rd Kendenup Lots 947-950 Carbarup / Heidelberg,Mine,Openpit,Operating,J01892,Carbarup Aggregate / Heidelberg Materials,117.692497000000003,-34.522739000000001,563557,6179664,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"PLANTAGENET, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Biranup Zone,20250611
S0005040,Murrin North,Murrin North (PAN Production),Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,121.895499999999998,-28.747169000000000,392157,6819525,51,Ni Co,Steel alloy metal,NICKEL,Murrin North,Y,"Ni, Co",Y,,Operating Mine,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20250611
S0005063,Otto Bore,Otto Bore,Mine,Openpit,Operating,J02419,Thunderbox Gold,121.015082000000007,-28.111004999999999,305016,6888909,51,Au Ag,Precious metal,GOLD,Otto Bore,N,,Y,,Operating Mine,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20250611
S0005074,Cockeyed Bob Deeps,Cockeyed Bob Deeps,Mine,Decline,Operating,J00251,Randalls - Mt Monger,122.176786000000007,-31.088521000000000,421482,6560296,51,Au Ag,Precious metal,GOLD,Cockeyed Bob,N,,Y,,Operating Mine,Public,3335,MOUNT BELCHES,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20250611
S0005156,King of the Hills,King of the Hills Underground,Mine,Decline,Operating,J00186,Tarmoola - King of the Hills,121.163002000000006,-28.671458999999999,320497,6827032,51,Au Ag,Precious metal,GOLD,King of the Hills,N,,Y,,Operating Mine,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20250611
S0005219,Sam North,Sam North - Ridges,Mine,Openpit,Operating,J01915,Ridges Iron Ore,128.260086000000001,-16.618600000000001,421081,8162490,52,Fe Mag,Iron,IRON ORE,Sam North,N,,Y,,Operating Mine,Public,4564,BOW,SE52-02,LISSADELL,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Carr Boyd Basin,20250611
S0005315,Gilbeys,Gilbeys - Dalgaranga,Mine,Openpit,Under Development,J02013,Dalgaranga - Gilbeys,117.265225999999998,-27.846240999999999,526115,6919802,50,Au Ag,Precious metal,GOLD,Gilbeys,N,,Y,,Operating Mine,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Yilgarn Craton granites,20250611
S0005340,Jenkins Rd Lot 22 / Quarry Park,Jenkins Rd Bullsbrook Lot 22 / Quarry Park,Mine,Openpit,Operating,J02022,Bullsbrook / Quarry Park,116.050903000000005,-31.606800000000000,409970,6502755,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0005344,Red Hill / Heidelberg,Red Hill / Heidelberg,Mine,Openpit,Operating,J00977,Herne Hill / Heidelberg Materials,116.078040000000001,-31.826823999999998,412751,6478389,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0005364,Boundary,Boundary - Dingo Range,Mine,Openpit,Operating,J01639,Dingo Range,121.434786000000003,-27.367512000000001,345204,6971886,51,Au Ag,Precious metal,GOLD,Boundary,N,,Y,,Operating Mine,Public,3143,WANGGANNOO,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20250611
S0005365,Bungarra,Bungarra,Mine,Openpit,Operating,J01639,Dingo Range,121.466838999999993,-27.400148000000002,348419,6968310,51,Au Ag,Precious metal,GOLD,Bungarra,N,,Y,,Operating Mine,Public,3143,WANGGANNOO,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20250611
S0005371,Enterprise UG,Enterprise Underground,Mine,Decline,Operating,J04664,Ora Banda / Norton,121.088646999999995,-30.372078999999999,316329,6638435,51,Au,Precious metal,GOLD,Enterprise,N,,Y,,Operating Mine,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Eastern Goldfields Superterrane,20250611
